#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###CULTURES
badia;Badia;;;;;;;;;;;;;x
qarsan;Qarsan;;;;;;;;;;;;;x
hadhar;Hadhar;;;;;;;;;;;;;x
zakharan_group;Zakharan;;;;;;;;;;;;;x
gith_group;Gith;;;;;;;;;;;;;x
githyanki;Githyanki;;;;;;;;;;;;;x
githzerai;Githzerai;;;;;;;;;;;;;x
fire_giant;Fire Giant;;;;;;;;;;;;;x
frost_giant;Frost Giant;;;;;;;;;;;;;x
stone_giant;Stone Giant;;;;;;;;;;;;;x
storm_giant;Storm Giant;;;;;;;;;;;;;x
cloud_giant;Cloud Giant;;;;;;;;;;;;;x
hill_giant;Hill Giant;;;;;;;;;;;;;x
fomorian;Fomorian;;;;;;;;;;;;;x
bugbear;Bugbear;;;;;;;;;;;;;x
hobgoblin;Hobgoblin;;;;;;;;;;;;;x
kenku;Kenku;;;;;;;;;;;;;x
tengu;Tengu;;;;;;;;;;;;;x
avian_group;Avian;;;;;;;;;;;;;x
planetouched_group;Planetouched;;;;;;;;;;;;;x
tiefling;Tiefling;;;;;;;;;;;;;x
genasi;Genasi;;;;;;;;;;;;;x
firegenasi;Fire Genasi;;;;;;;;;;;;;x
airgenasi;Air Genasi;;;;;;;;;;;;;x
watergenasi;Water Genasi;;;;;;;;;;;;;x
earthgenasi;Earth Genasi;;;;;;;;;;;;;x
genie_group;Genies;;;;;;;;;;;;;x
jann;Jann;;;;;;;;;;;;;x
dragonborn_group;Dragonborn;;;;;;;;;;;;;x
dragonborn;Dragonborn;;;;;;;;;;;;;x
strixiki;Strixiki;;;;;;;;;;;;;x
vayemniri;Vayemniri;;;;;;;;;;;;;x
thymari;Thymari;;;;;;;;;;;;;x
talfir;Talfir;;;;;;;;;;;;;x
shoon;Shoon;;;;;;;;;;;;;x
netherese;Netherese;;;;;;;;;;;;;x
reacher;Reacher;;;;;;;;;;;;;x
gugari;Gugari;;;;;;;;;;;;;x
svirfneblin;Svirfneblin;;;;;;;;;;;x
yugoloth;Yugoloth;;;;;;;;;;;x
jaziran;Jaziran;;;;;;;;;;;x
noga;Noga;;;;;;;;;;;x
kadari;Kadari;;;;;;;;;;;x
affa;Affa;;;;;;;;;;;x
chun;Chun;;;;;;;;;;;x
ghostwise;Ghostwise;;;;;;;;;;x
outworlder_group;Outworlder;;;;;;;;;;x
oeridian;Oeridian;;;;;;;;;;x
wildspacer;Wildspacer;;;;;;;;;;x
planar;Planar;;;;;;;;;;x
kobold;Kobold;;;;;;;;;;x
undead_mulhorandi;Undead Mulhorandi;;;;;;;;;;x
bone_naga;Bone Naga;;;;;;;;;;x
dracolich;Dracolich;;;;;;;;;;x
undead_shou;Undead Shou;;;;;;;;;;x
aasimar;Aasimar;;;;;;;;;;x
nalfeshnee;Nalfeshnee;;;;;;;;;;x
succubus;Succubus;;;;;;;;;;x
tanarukk;Tanarukk;;;;;;;;;;x
gelugon;Gelugon;;;;;;;;;;x
cornugon;Cornugon;;;;;;;;;;x
dragon;Dragon;;;;;;;;;;x
troll;Troll;;;;;;;;;;x
sarrukh;Sarrukh;;;;;;;;;;x
###CULTURAL TITLES
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
job_marshal_drow;Weapon Master;;;;;;;;;;;;;x
job_marshal_female_drow;Weapon Master;;;;;;;;;;;;;x
city_job_chancellor_amnian;Tessarch;;;;;;;;;;;;;x
city_job_treasurer_amnian;Namarch;;;;;;;;;;;;;x
city_job_spymaster_amnian;Iltarch;;;;;;;;;;;;;x
city_job_spiritual_amnian;Pommarch;;;;;;;;;;;;;x
city_job_marshal_amnian;Dahaunarch;;;;;;;;;;;;;x
title_queen_mother_mulhorandi;Mewet Pharaoh;Mewet Pharaon;Mewet Pharaoh;;Mewet Pharaoh;;;;;;;;;x
job_chancellor_mulhorandi;Vizier;Vizir;Wesir;;Visir;;;;;;;;;x
job_marshal_mulhorandi;Sesemut;Sesemut;Sesemut;;Sesemut;;;;;;;;;x
job_spiritual_mulhorandi;Xroj;Xroj;Xroj;;Xroj;;;;;;;;;x
job_treasurer_mulhorandi;Pruj-Hdoj;Pruj-Hdoj;Pruj-Hdoj;;Pruj-Hdoj;;;;;;;;;x
title_regent_mulhorandi;Grand Vizier;Grand Vizir;Grand Wesir;;Grand Visir;;;;;;;;;x
job_chancellor_untheric;Rabshakeh;Rabshakeh;Rabshakeh;;Rabshakeh;;;;;;;;;x
title_regent_shoon;Riqysar;;;;;;;;;;;;;x
job_viceroy_shoon name;Satrap;;;;;;;;;;;;;x
title_commander_calishite;Qayadin;;;;;;;;;;;;;x
title_paramount_knight_calishite;Syl-Djawal;;;;;;;;;;;;;x
job_chancellor_calishite;Vizar;;;;;;;;;;;;;x
job_chancellor_female_calishite;Vizara;;;;;;;;;;;;;x
job_treasurer_calishite;Mitalib;;;;;;;;;;;;;x
job_treasurer_female_calishite;Mitalibba;;;;;;;;;;;;;x
title_regent_thayan;Vice-Regent;;;;;;;;;;;;x
title_regent_impilturan;Ranal;;;;;;;;;;;;x
family_palace_baron_illuskan;High Captain;;;;;;;;;;;;;x
family_palace_baron_female_illuskan;High Captain;;;;;;;;;;;;;x
city_count_illuskan;High Captain;;;;;;;;;;;;;x
city_count_female_illuskan;High Captain;;;;;;;;;;;;;x
city_duke_illuskan;First High Captain;;;;;;;;;;;;;x
city_duke_female_illuskan;First High Captain;;;;;;;;;;;;;x
city_baron_calishite;Sabbalad;;;;;;;;;;;;;x
city_baron_female_calishite;Sabbalada;;;;;;;;;;;;;x
city_count_calishite;Sultan;;;;;;;;;;;;;x
city_count_female_calishite;Sultana;;;;;;;;;;;;;x
temple_baron_calishite;Bakkal;;;;;;;;;;;;;x
temple_baron_female_calishite;Bakkala;;;;;;;;;;;;;x
temple_count_calishite;Syl-Bakkal;;;;;;;;;;;;;x
temple_count_female_calishite;Syl-Bakkala;;;;;;;;;;;;;x
duke_calishite;Yshah;;;;;;;;;;;;;x
duke_female_calishite;Yshah;;;;;;;;;;;;;x
duchy_calishite;Shanate;;;;;;;;;;;;;x
king_calishite;Caleph;;;;;;;;;;;;;x
count_calishite;Ynamalik;;;;;;;;;;;;;x
count_female_calishite;Ynamalika;;;;;;;;;;;;;x
baron_calishite;Pasha;;;;;;;;;;;;;x
baron_female_calishite;Pasha;;;;;;;;;;;;;x
city_baron_shoon;Enhir;;;;;;;;;;;;;x
city_count_shoon;Hakkam;;;;;;;;;;;;;x
baron_shoon;Massatyr;;;;;;;;;;;;;x
count_shoon;Ruais;;;;;;;;;;;;;x
duke_shoon;Nazir;;;;;;;;;;;;;x
king_shoon;Caleph;;;;;;;;;;;;;x
emperor_shoon;Qysar;;;;;;;;;;;;;x
emperor_female_shoon;Qysara;;;;;;;;;;;;;x
count_female_drow;Matron Mother;;;;;;;;;;;;;x
duke_female_drow;Matron Mother;;;;;;;;;;;;;x
king_female_drow;Matron Mother;;;;;;;;;;;;;x
emperor_female_drow;Matron Mother;;;;;;;;;;;;;x
baron_highcoaster;Lord;;;;;;;;;;;;;x
baron_highcoaster_female;Lady;;;;;;;;;;;;;x
baron_highcoaster_wife;Lady;;;;;;;;;;;;;x
baron_nelanthern;Captain;;;;;;;;;;;;;x
baron_female_nelanthern;Captain;;;;;;;;;;;;;x
count_nelanthern;Chief Captain;;;;;;;;;;;;;x
count_female_nelanthern;Chief Captain;;;;;;;;;;;;;x
duke_nelanthern;Rear Admiral;;;;;;;;;;;;;x
duke_female_nelanthern;Rear Admiral;;;;;;;;;;;;;x
king_nelanthern;Admiral;;;;;;;;;;;;;x
king_female_nelanthern;Admiral;;;;;;;;;;;;;x
emperor_nelanthern;Grand Admiral;;;;;;;;;;;;;x
emperor_female_nelanthern;Grand Admiral;;;;;;;;;;;;;x
family_palace_baron_nelanthern;High Captain;;;;;;;;;;;;;x
family_palace_baron_female_nelanthern;High Captain;;;;;;;;;;;;;x
city_count_nelanthern;High Captain;;;;;;;;;;;;;x
city_count_female_nelanthern;High Captain;;;;;;;;;;;;;x
city_duke_nelanthern;First High Captain;;;;;;;;;;;;;x
city_duke_female_nelanthern;First High Captain;;;;;;;;;;;;;x
duke_yikarian;Governor;;;;;;;;;;;;;x
duke_female_yikarian;Governor;;;;;;;;;;;;;x
baron_untheric;Lord;;;;;;;;;;;;;x
count_untheric;Lord;;;;;;;;;;;;;x
duke_untheric;Great Lord;;;;;;;;;;;;;x
temple_duke_untheric;High Lord;;;;;;;;;;;;;x
nomadic_emperor_tuigan;Khahan;;;;;;;;;;;;;x
nomadic_emperor_female_tuigan;Khadun;;;;;;;;;;;;;x
nomadic_empire_tuigan;Khahanate;;;;;;;;;;;;;x
nomadic_empire_of_tuigan;Khahanate of;;;;;;;;;;;;;x
nomadic_king_tuigan;Khan;;;;;;;;;;;;;x
nomadic_king_female_tuigan;Khanbikeh;;;;;;;;;;;;;x
nomadic_kingdom_tuigan;Khanate;;;;;;;;;;;;;x
nomadic_kingdom_of_tuigan;Khanate of;;;;;;;;;;;;;x
tribal_king_arnadar;Syl-Caliym;;;;;;;;;;;;;x
tribal_king_female_arnadar;Syl-Caliym;;;;;;;;;;;;;x
tribal_kingdom_arnadar;Syl-Caliymate;;;;;;;;;;;;;x
tribal_kingdom_of_arnadar;Syl-Caliymate of;;;;;;;;;;;;;x
tribal_duke_arnadar;Elder Caliym;;;;;;;;;;;;;x
tribal_duke_female_arnadar;Elder Caliym;;;;;;;;;;;;;x
tribal_duchy_arnadar;Shadi'ar;;;;;;;;;;;;;x
tribal_duchy_of_arnadar;Shadi'ar;;;;;;;;;;;;;x
count_uthgardt;Thane;;;;;;;;;;;;;x
count_ffolk;Laird;;;;;;;;;;;;;x
count_mulhorandi;Precept;;;;;;;;;;;;;x
tribal_count_mulhorandi;Ataman;Ataman;Ataman;;Ataman;;;;;;;;;x
tribal_count_semphari;Ataman;Ataman;Ataman;;Ataman;;;;;;;;;x
duke_mulhorandi;Grand Precept;;;;;;;;;;;;;x
king_mulhorandi;Pharaoh;Pharaon;Pharaoh;;Pharaoh;;;;;;;;;x
king_female_mulhorandi;Pharaoh;Pharaon;Pharaoh;;Pharaoh;;;;;;;;;x
emperor_mulhorandi;God-King;;;;;;;;;;;;;x
emperor_female_mulhorandi;God-Queen;;;;;;;;;;;;;x
temple_count_mulhorandi;Lord Priest;;;;;;;;;;;;;x
temple_count_female_mulhorandi;Lady Priestess;;;;;;;;;;;;;x
temple_duke_mulhorandi;Lord High Priest;;;;;;;;;;;;;x
temple_duke_female_mulhorandi;Lady High Priestess;;;;;;;;;;;;;x
temple_king_mulhorandi;Pharaoh;Pharaon;Pharaoh;;Pharaoh;;;;;;;;;x
temple_king_female_mulhorandi;Pharaoh;Pharaon;Pharaoh;;Pharaoh;;;;;;;;;x
temple_emperor_mulhorandi;Divine Pharaoh;;;;;;;;;;;;;x
temple_emperor_female_mulhorandi;Divine Pharaoh;;;;;;;;;;;;;x
city_baron_mulhorandi;Precept;Precept;Precept;;Precept;;;;;;;;;x
city_count_mulhorandi;Precept;Precept;Precept;;Precept;;;;;;;;;x
city_duke_mulhorandi;Grand Precept;Grand Precept;Grand Precept;;Grand Precept;;;;;;;;;x
city_king_amnian;Meisarch;;;;;;;;;;;;;x
baron_thayan;Daeron;;;;;;;;;;;;x
baron_female_thayan;Daeronness;;;;;;;;;;;;x
count_thayan;Autharch;;;;;;;;;;;;x
count_female_thayan;Autharch;;;;;;;;;;;;x
duke_thayan;Tharchion;;;;;;;;;;;;x
duke_female_thayan;Tharchioness;;;;;;;;;;;;x
duchy_thayan;Tharch;;;;;;;;;;;;x
duchy_of_thayan;Tharch of;;;;;;;;;;;;x
king_impilturan;Riar;;;;;;;;;;;;x
king_female_impilturan;Riara;;;;;;;;;;;;x
duke_impilturan;Vaerar;;;;;;;;;;;;x
duke_female_impilturan;Vaerala;;;;;;;;;;;;x
duchy_impilutran;March;;;;;;;;;;;;x
duchy_of_impilturan;March of;;;;;;;;;;;;x
count_impilturan;Serdar;;;;;;;;;;;;x
count_female_impilturan;Serdassa;;;;;;;;;;;;x
baron_impilturan;Edlar;;;;;;;;;;;;x
baron_female_impilturan;Edlassa;;;;;;;;;;;;x
family_palace_baron_highcoaster;Duke;;;;;;;;;;;;x
family_palace_baron_female_highcoaster;Duchess;;;;;;;;;;;;x
emperor_green_elf;Coronal;;;;;;;;;;;;x
emperor_female_green_elf;Coronal;;;;;;;;;;;;x
king_green_elf;Cor'Quessir;;;;;;;;;;;;x
king_female_green_elf;Cor'Etriel;;;;;;;;;;;;x
duke_green_elf;Laranlor;;;;;;;;;;;;x
duke_female_green_elf;Laranla;;;;;;;;;;;;x
count_green_elf;Quessir;;;;;;;;;;;;x
count_female_green_elf;Etriel;;;;;;;;;;;;x
baron_green_elf;Desmrar;;;;;;;;;;;;x
baron_female_green_elf;Desmril;;;;;;;;;;;;x
emperor_moon_elf;Coronal;;;;;;;;;;;;x
emperor_female_moon_elf;Coronal;;;;;;;;;;;;x
king_moon_elf;Cor'Quessir;;;;;;;;;;;;x
king_female_moon_elf;Cor'Etriel;;;;;;;;;;;;x
duke_moon_elf;Laranlor;;;;;;;;;;;;x
duke_female_moon_elf;Laranla;;;;;;;;;;;;x
count_moon_elf;Quessir;;;;;;;;;;;;x
count_female_moon_elf;Etriel;;;;;;;;;;;;x
baron_moon_elf;Desmrar;;;;;;;;;;;;x
baron_female_moon_elf;Desmril;;;;;;;;;;;;x
emperor_sun_elf;Coronal;;;;;;;;;;;;x
emperor_female_sun_elf;Coronal;;;;;;;;;;;;x
king_sun_elf;Cor'Quessir;;;;;;;;;;;;x
king_female_sun_elf;Cor'Etriel;;;;;;;;;;;;x
duke_sun_elf;Laranlor;;;;;;;;;;;;x
duke_female_sun_elf;Laranla;;;;;;;;;;;;x
count_sun_elf;Quessir;;;;;;;;;;;;x
count_female_sun_elf;Etriel;;;;;;;;;;;;x
baron_sun_elf;Desmrar;;;;;;;;;;;;x
baron_female_sun_elf;Desmril;;;;;;;;;;;;x
emperor_wood_elf;Coronal;;;;;;;;;;;;x
emperor_female_wood_elf;Coronal;;;;;;;;;;;;x
king_wood_elf;Cor'Quessir;;;;;;;;;;;;x
king_female_wood_elf;Cor'Etriel;;;;;;;;;;;;x
duke_wood_elf;Laranlor;;;;;;;;;;;;x
duke_female_wood_elf;Laranla;;;;;;;;;;;;x
count_wood_elf;Quessir;;;;;;;;;;;;x
count_female_wood_elf;Etriel;;;;;;;;;;;;x
baron_wood_elf;Desmrar;;;;;;;;;;;;x
baron_female_wood_elf;Desmril;;;;;;;;;;;;x
city_duke_sembite;Master;;;;;;;;;;;;x
city_king_sembite;Overmaster;;;;;;;;;;;;x
nomadic_emperor_gnoll;Paramount Chief;;;;;;;;;;;;;x
nomadic_emperor_female_gnoll;Paramount Chief;;;;;;;;;;;;;x
nomadic_empire_gnoll;Paramount Chiefdom;;;;;;;;;;;;;x
nomadic_empire_of_gnoll;Paramount Chiefdom of;;;;;;;;;;;;;x
nomadic_king_gnoll;Great Chief;;;;;;;;;;;;;x
nomadic_king_female_gnoll;Great Chief;;;;;;;;;;;;;x
nomadic_kingdom_gnoll;Great Chiefdom;;;;;;;;;;;;;x
nomadic_kingdom_of_gnoll;Great Chiefdom of;;;;;;;;;;;;;x
nomadic_emperor_wemic;Paramount Chief;;;;;;;;;;;;;x
nomadic_emperor_female_wemic;Paramount Chief;;;;;;;;;;;;;x
nomadic_empire_wemic;Paramount Chiefdom;;;;;;;;;;;;;x
nomadic_empire_of_wemic;Paramount Chiefdom of;;;;;;;;;;;;;x
nomadic_king_wemic;Great Chief;;;;;;;;;;;;;x
nomadic_king_female_wemic;Great Chief;;;;;;;;;;;;;x
nomadic_kingdom_wemic;Pride;;;;;;;;;;;;;x
nomadic_kingdom_of_wemic;Pride of;;;;;;;;;;;;;x
tribal_kingdom_wemic;Pride;;;;;;;;;;;;;x
tribal_kingdom_of_wemic;Pride of;;;;;;;;;;;;;x
nomadic_emperor_centaur;Hipparch;;;;;;;;;;;;;x
nomadic_emperor_female_centaur;Hipparcha;;;;;;;;;;;;;x
nomadic_empire_centaur;Hipparchy;;;;;;;;;;;;;x
nomadic_empire_of_centaur;Hipparchy of;;;;;;;;;;;;;x
nomadic_king_centaur;Herd Archon;;;;;;;;;;;;;x
nomadic_king_female_centaur;Herd Archousa;;;;;;;;;;;;;x
nomadic_kingdom_centaur;Herd;;;;;;;;;;;;;x
nomadic_kingdom_of_centaur;Herd of;;;;;;;;;;;;;x
tribal_king_centaur;Herd Archon;;;;;;;;;;;;;x
tribal_king_female_centaur;Herd Archousa;;;;;;;;;;;;;x
tribal_kingdom_centaur;Herd;;;;;;;;;;;;;x
tribal_kingdom_of_centaur;Herd of;;;;;;;;;;;;;x
baron_chondathan;Lord;;;;;;;;;;;;;x
baron_female_chondathan;Lady;;;;;;;;;;;;;x
count_chondathan;Master;;;;;;;;;;;;;x
count_female_chondathan;Master;;;;;;;;;;;;;x
city_emperor;Grand Councillor;;;;;;;;;;;;;x
city_king;Lord Councillor;;;;;;;;;;;;;x
city_duke;Chancellor;;;;;;;;;;;;;x
city_count;Lord Mayor;Bourgmestre;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
city_baron;Mayor;Bourgmestre;Bürgermeister;;Alcalde;;;;;;;;;x
city_emperor_female;Lady;;;;;;;;;;;;;x
city_king_female;Lady;;;;;;;;;;;;;x
city_duke_female;Lady;;;;;;;;;;;;;x
city_count_female;Lady Mayor;Bourgmestre;Oberbürgermeisterin;;Gran Alcalde;;;;;;;;;x
city_baron_female;Mayor;Bourgmestre;Bürgermeisterin;;Alcalde;;;;;;;;;x
city_empire_of;Grand Council of;;;;;;;;;;;;;x
city_kingdom_of;Council of;;;;;;;;;;;;;x
city_duchy_of;League of;;;;;;;;;;;;;x
city_county_of;Grand City of;;;;;;;;;;;;;x
city_barony_of;City of;;;;;;;;;;;;;x
city_empire;Grand Council;;;;;;;;;;;;;x
city_kingdom;Council;;;;;;;;;;;;;x
city_duchy;League;;;;;;;;;;;;;x
city_county;Grand City;Grande cité;Prachtvolle Stadt;;Gran Ciudad;;;;;;;;;x
city_barony;City;Cité;Stadt;;Ciudad;;;;;;;;;x
tribal_county_monster;Wilderness;;;;;;;;;;;;;x
tribal_county_of_monster;Wilderness of;;;;;;;;;;;;;x
count_talashan;Suikh;;;;;;;;;;;;;x
count_female_talashan;Suikheena;;;;;;;;;;;;;x
duke_talashan;High Suikh;;;;;;;;;;;;;x
duke_female_talashan;High Suikheena;;;;;;;;;;;;;x
king_talashan;Overking;;;;;;;;;;;;;x
queen_female_talashan;Overqueen;;;;;;;;;;;;;x
emperor_chultan;Atse;;;;;;;;;;;;;x
emperor_female_chultan;Itege;;;;;;;;;;;;;x
king_chultan;Negus Negusti;;;;;;;;;;;;;x
king_female_chultan;Negustat Neguste;;;;;;;;;;;;;x
duke_chultan;Ras;;;;;;;;;;;;;x
nomadic_emperor;Paramount Chief;;;;;;;;;;;;;x
nomadic_emperor_female;Paramount Chief;;;;;;;;;;;;;x
nomadic_empire;Paramount Chiefdom;;;;;;;;;;;;;x
nomadic_empire_of;Paramount Chiefdom of;;;;;;;;;;;;;x
nomadic_king;Great Chief;;;;;;;;;;;;;x
nomadic_king_female;Great Chief;;;;;;;;;;;;;x
nomadic_kingdom;Great Chiefdom;;;;;;;;;;;;;x
nomadic_kingdom_of;Great Chiefdom of;;;;;;;;;;;;;x
family_palace_baron_qarsan;Qubtan;;;;;;;;;;;;;x
family_palace_baron_female_qarsan;Qubtana;;;;;;;;;;;;;x
baron_qarsan;Rais;;;;;;;;;;;;;x
baron_female_qarsan;Raisa;;;;;;;;;;;;;x
city_count_qarsan;Qubtan;;;;;;;;;;;;;x
city_count_female_qarsan;Qubtana;;;;;;;;;;;;;x
count_qarsan;Sharif;;;;;;;;;;;;;x
