ring_of_command_desc;A ring giving you better skills at commanding troops.;;;;;;;;;;;x
ring_of_invisibility;Ring of Invisibility;;;;;;;;;;;;;x
ring_of_invisibility_desc;A ring which makes you mostly invisible to anyone.;;;;;;;;;;;;;x
ring_of_persuasion;Ring of Persuasion;;;;;;;;;;;;;x
ring_of_persuasion_desc;A ring which allows you to get what you want, most of the time.;;;;;;;;;;;;;x
ring_of_speed;Ring of Speed;;;;;;;;;;;x
ring_of_speed_desc;A ring giving you faster actions.;;;;;;;;;;;x
sword_1;Short Sword;;;;;;;;;;;;;x
sword_1_desc;A sword slightly longer than a dagger.;;;;;;;;;;;;;x
sword_2;Long Sword;;;;;;;;;;;;;x
sword_2_desc;A standard sized medieval sword.;;;;;;;;;;;;;x
sword_3;Great Longsword;;;;;;;;;;;;;x
sword_3_desc;A large sword.;;;;;;;;;;;;;x
sword_4;Bastard Sword;;;;;;;;;;;;;x
sword_4_desc;A extremely large sword.;;;;;;;;;;;;;x
sword_5;Great Bastard Sword;;;;;;;;;;;;;x
sword_5_desc;A hulking sword.;;;;;;;;;;;;;x
tome_of_leadership_and_influence;Tome of Leadership and Influence;;;;;;;;;;;x
tome_of_leadership_and_influence_desc;A text giving the reader a better ability to lead others.;;;;;;;;;;;x
#####Artifact slots#####
ring;Ring;;;;;;;;;;;x
attuned;Attuned;;;;;;;;;;;x
tome;Tome;;;;;;;;;;;x
clothing;Clothing;;;;;;;;;;;x
offhand;Offhand;;;;;;;;;;;x
footwear;Footwear;;;;;;;;;;;x
armor;Armor;;;;;;;;;;;x
helm;Helm;;;;;;;;;;;x
animal_companion;Animal Companion;;;;;;;;;;;x
consumable;Consumable;;;;;;;;;;;x
waist;Waist;;;;;;;;;;;x
#####M&M loc######
EVTOPTA_MNM_9118;You can never go wrong with a good sword.;;;;;;;;;;;x
EVTOPTA_MNM_9118_TT;Swords give §YPersonal Combat Skill§!, §YMonthly Prestige§!, §YVassal Opinion§!, and a bonus to Damage.;;;;;;;;;;;x
EVTOPTB_MNM_9118;You can never go wrong with a long pike.;;;;;;;;;;;x
EVTOPTB_MNM_9118_TT;Pikes give §YPersonal Combat Skill§!, §YMonthly Prestige§!, and a bonus to Damage.;;;;;;;;;;;x
EVTOPTC_MNM_9118;A lance is what I desire.;;;;;;;;;;x
EVTOPTC_MNM_9118_TT;Lances give a bonus to commanded §YMounted Troops§!, as well as §YPersonal Combat Skill§! and §YMonthly Prestige§!.;;;;;;;;;;;x
EVTOPTD_MNM_9118;I have always been one for axes.;;;;;;;;;;x
EVTOPTD_MNM_9118_TT;Axes give a bonus to commanded §YLight Foot Troops§!, as well as §YPersonal Combat Skill§! and §YMonthly Prestige§!.;;;;;;;;;;;x
EVTOPTE_MNM_9118;I will crush my enemies with a mace!;;;;;;;;;;x
EVTOPTE_MNM_9118_TT;Maces give a bonus to commanded §YHeavy Foot Troops§!, as well as §YPersonal Combat Skill§! and §YMonthly Prestige§!.;;;;;;;;;;;x
EVTOPTF_MNM_9118;A fine bow would serve me well.;;;;;;;;;;x
EVTOPTF_MNM_9118_TT;Bows give a bonus to §YPersonal Combat Skill§! and §YMonthly Prestige§!.;;;;;;;;;;;x
EVTOPTG_MNM_9118;A fine set of armor would serve me well.;;;;;;;;;;x
EVTOPTG_MNM_9118_TT;Armor gives a bonus to §YMonthly Prestige§! as well as siege defence.;;;;;;;;;;;x
EVTDESC_MNM_9120;"A [From.GetWeaponsmithWeapon]. I see. An excellent choice, my [Root.GetTitle]" says [From.GetMasterMistressCap] [From.GetFirstName] and calls forward the assistant rolling a cart containing [From.GetWeaponsmithWeapon]s. "I have five examples of different quality levels here. One must determine what one needs and how much one is willing to pay, however they would all serve your Highness well.";;;;;;;;;;;x
EVTOPTE_MNM_9120;I desire the biggest and baddest to strike fear in the hearts of my enemies!;;;;;;;;;;;x
EVTOPTE_MNM_9120_TT_SWORD;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+10§! §YVassal Opinion§!, §G+0.25§! §YDamage§! and §G+5§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_PIKE;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+0.40§! §YDamage§! and §G+5§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_LANCE;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+0.20%§! to commanded §YMounted Troops§! and §G+5§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_AXE;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+0.20%§! to commanded §YLight Foot Troops§! and §G+5§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_MACE;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+0.20%§! to commanded §YHeavy Foot Troops§! and §G+5§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_BOW;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§!, §G+0.20%§! to commanded §YCenter Troops§! and §G+4§! §YPersonal Combat Skill§!.;;;;;;;;;;;
EVTOPTE_MNM_9120_TT_ARMOR;Order a [From.GetWeaponsmithWeapon] of the highest quality. This weapon will give you §G+1.00§! §YMonthly Prestige§! and a §G+0.25%§! on §YSiege Defence§!.;;;;;;;;;;;
EVTDESC_MNM_9122b;I was struck with nervous excitement when [From.GetMasterMistressCap] [From.GetFirstName] announced that the [From.GetWeaponsmithWeapon] was nearing its completion. Today I have received the [From.GetMasterMistressCap] in my throne room. A chest is sitting in the middle of the room, and as [From.GetSheHe] opens the lid, a courtier shouts from the background, 'What is in the chest, my [Root.GetTitle]?';;;;;;;;;;x
EVTDESC_MNM_9122_Bb;I was struck with nervous excitement when [From.GetMasterMistressCap] [From.GetFirstName] announced that the set of armor was nearing its completion. Today I have received the [From.GetMasterMistressCap] in my throne room. A chest is sitting in the middle of the room, and as [From.GetSheHe] opens the lid, a courtier shouts from the background, 'What is in the chest, my [Root.GetTitle]?';;;;;;;;;;x
EVTOPT_MNM_9122b_SWORD;A large bastard sword!;;;;;;;;;;x
EVTOPT_MNM_9122b_PIKE;A falchion!;;;;;;;;;;x
EVTOPT_MNM_9122b_LANCE;An impressive lance!;;;;;;;;;;x
EVTOPT_MNM_9122b_AXE;An impressive axe!;;;;;;;;;;x
EVTOPT_MNM_9122b_MACE;An impressive mace!;;;;;;;;;;x
EVTOPT_MNM_9122b_BOW;A normal sized crossbow!;;;;;;;;;;x
EVTOPT_MNM_9122b_ARMOR;A set of very heavy chain mail!;;;;;;;;;;x
#####DMG 5E ITEMS#####
vorpal_blade;Vorpal Blade;;;;;;;;x
vorpal_blade_desc;Greatly feared everywhere, this incredible blade can decapitate any creature with a single well-aimed slash.;;;;;;;;x
holy_avenger;Holy Avenger;;;;;;;;;;;;;x
holy_avenger_desc;The most prized weapon of any paladin, no sword is as good at smiting the enemies of one's faith.;;;;;;;;;;;;;x
scepter_tyrant_eye;Scepter of the Tyrant's Eye;;;;;;;;;;;;;x
scepter_tyrant_eye_desc;A minor banite artifact, granting many defensive and offensive powers to its wielder.;;;;;;;;;;;;;x
berserker_axe;Berserker Axe;;;;;;;;x
berserker_axe_desc;This powerful axe is cursed, and will send even the most pious wielder into a blind, bloodthirsty rage.;;;;;;;;x
dagger_of_venom;Dagger of Venom;;;;;;;;x
dagger_of_venom_desc;A favorite of assassins, this magic dagger can generate a powerful poison on command.;;;;;;;;x
dancing_sword;Dancing Sword;;;;;;;;x
dancing_sword_desc;This beautiful weapon can fight on its own accord, flying in the air and protecting its owner when a command word is spoken.;;;;;;;;x
defender_sword;Defender Sword;;;;;;;;x
defender_sword_desc;A powerful blade, whose enchantment can be used to attack or to defend, depending on the situation.;;;;;;;;x
dwarven_thrower;Dwarven Thrower;;;;;;;;x
dwarven_thrower_desc;Only usable by those of dwarven upbringing, this powerful hammer is as strong in melee as is useful at range, thanks to its ability to return to its wielder's hand.;;;;;;;;x
flame_tongue;Flame Tongue;;;;;;;;x
flame_tongue_desc;This sword will light ablaze at its wielder's command, burning hit enemies and producing a strong light.;;;;;;;;x
frost_brand;Frost Brand;;;;;;;;x
frost_brand_desc;This sword can freeze anything it touches, and easily put out wildfires in a large area.;;;;;;;;x
life_drinker;Life Drinker;;;;;;;;x
life_drinker_desc;This axe is favored by undead and immortals, who do not suffer its drawback. The Life Drinker will gorge upon the life force of anything it touches.;;;;;;;;x
hammer_of_thunderbolts;Hammer of Thunderbolts;;;;;;;;x
hammer_of_thunderbolts_desc;This legendary hammer can only be used by the strongest of warriors. It greatly increases physical strength and can produce great thunderclaps.;;;;;;;;x
javelin_of_lightning;Javelin of Lightning;;;;;;;;x
javelin_of_lightning_desc;This magic javelin can turn into a lightning bolt when thrown, once a day.;;;;;;;;x
luck_blade;Luckblade;;;;;;;;x
luck_blade_desc;A magic sword that brings great luck to its wielder. Be careful, as luck is a fickle mistress, and one should always be careful what they wish for...;;;;;;;;x
mace_of_terror;Mace of Terror;;;;;;;;x
mace_of_terror_desc;A ghastly looking mace, potentially capable of terrorizing large groups of enemies at once.;;;;;;;;x
nine_lives_stealer;Nine Lives Stealer;;;;;;;;x
nine_lives_stealer_desc;A nasty assassination weapon, capable of killing a target with a mere scratch.;;;;;;;;x
oathbow;Oathbow;;;;;;;;x
oathbow_desc;When the wielder of this magic bow selects a target as their sworn enemy, the oathbow will make sure that enemy dies.;;;;;;;;x
scimitar_of_speed;Scimitar of Speed;;;;;;;;x
scimitar_of_speed_desc;This scimitar is truly a fearsome weapon, capable of hitting hard and with extreme speed.;;;;;;;;x
staff_of_striking;Staff of Striking;;;;;;;;x
staff_of_striking_desc;This staff can hit much more powerfully than one would expect from a plain piece of wood.;;;;;;;;x
staff_thunder_lightning;Staff of Thunder and Lightning;;;;;;;;x
staff_thunder_lightning_desc;This staff is a good melee weapon, but that pales in comparison with the lightning bolts and thunderous explosions it can manifest.;;;;;;;;x
sun_blade;Sun Blade;;;;;;;;x
sun_blade_desc;This item appears to be a longsword hilt. While grasping the hilt, you can cause a powerful blade of pure radiance to spring into existence. The sword's luminous blade emits a bright light.;;;;;;;;x
sword_of_life_stealing;Sword of Life Stealing;;;;;;;;x
sword_of_life_stealing_desc;On a solid hit, this dreaded weapon can suck the life force of living beings and add it to the wielder's.;;;;;;;;x
sword_of_sharpness;Sword of Sharpness;;;;;;;;x
sword_of_sharpness_desc;This sword in incredibly effective at smashing inanimate objects, and can sometimes lop off limbs in a single swing.;;;;;;;;x
sword_of_wounding;Sword of Wounding;;;;;;;;x
sword_of_wounding_desc;This sword is feared for its ability to cause bleeding wounds that are extremely difficult to heal.;;;;;;;;x
trident_of_warning;Trident of Warning;;;;;;;;x
trident_of_warning_desc;This magic weapon warns you and your companions of danger, helping you avoiding sudden ambushes.;;;;;;;;x
sword_of_chaos;Sword of Chaos;;;;;;;;x
sword_of_chaos_desc;The blade of Sarevok, brother of Abdel Adrian, used in the battle they fought in faraway Baldur's Gate. The sword defies identification, likely forged specifically for Sarevok, to best focus the infernal energy he hoped to control.;;;;;;;;x
lesser_rod_pact_keeper;Rod of the Pact Keeper +1;;;;;;;;x
lesser_rod_pact_keeper_desc;This rod strengthens a warlock's pact with their patron, and their spellcasting prowess.;;;;;;;;x
normal_rod_pact_keeper;Rod of the Pact Keeper +2;;;;;;;;x
normal_rod_pact_keeper_desc;This rod strengthens a warlock's pact with their patron, and their spellcasting prowess.;;;;;;;;x
greater_rod_pact_keeper;Rod of the Pact Keeper +3;;;;;;;;x
greater_rod_pact_keeper_desc;This rod strengthens a warlock's pact with their patron, and their spellcasting prowess.;;;;;;;;x
staff_of_fire;Staff of Fire;;;;;;;;x
staff_of_fire_desc;This staff allows its wielder to shower their enemies with fireballs and walls of fire.;;;;;;;;x
staff_of_frost;Staff of Frost;;;;;;;;x
staff_of_frost_desc;This staff allows its wielder to use very useful spells such as cone of cold, fog cloud and wall of ice.;;;;;;;;x
staff_of_healing;Staff of Healing;;;;;;;;x
staff_of_healing_desc;This staff allows its wielder to heal wounds, even to multiple targets at once.;;;;;;;;x
staff_of_power;Staff of Power;;;;;;;;x
staff_of_power_desc;This staff allows its wielder to cast a vast assortment of offensive and defensive spells, while being a decent melee weapon to boot.;;;;;;;;x
staff_of_the_magi;Staff of the Magi;;;;;;;;x
staff_of_the_magi_desc;Possibly the most powerful magic staff in existance, the Staff of Magi can cast an incredible assortment of powerful spells, while also providing a powerful, constant protection against both spell and blade.;;;;;;;;x
staff_of_swarming_insects;Staff of Swarming Insects;;;;;;;;x
staff_of_swarming_insects_desc;This staff allows its wielder to unleash giant insects and dangerous swarms of regular insects.;;;;;;;;x
staff_python;Staff of the Python;;;;;;;;x
staff_python_desc;On command, this beautiful snake-shaped staff turns into a giant constrictor snake under control of the wielder.;;;;;;;;x
staff_of_woodlands;Staff of the Woodlands;;;;;;;;x
staff_of_woodlands_desc;This staff allows its wielder to cast useful spells such as wall of thorns, pass without trace and animal friendship.;;;;;;;;x
wand_of_binding;Wand of Binding;;;;;;;;x
wand_of_binding_desc;This wand allows its wielder to paralyze humanoids and monster alike, and to free themselves from bindings of many kinds.;;;;;;;;x
wand_of_fear;Wand of Fear;;;;;;;;x
wand_of_fear_desc;This wand allows its wielder to unleash waves of fear, potentially capable of terrorizing large groups of enemies at once.;;;;;;;;x
wand_of_fireballs;Wand of Fireballs;;;;;;;;x
wand_of_fireballs_desc;This wand allows its wielder to blast large groups of enemies with huge fireballs.;;;;;;;;x
wand_of_lightning;Wand of Lightning Bolts;;;;;;;;x
wand_of_lightning_desc;This wand allows its wielder to blast large groups of enemies with lightning bolts.;;;;;;;;x
wand_magic_missile;Wand of Magic Missile;;;;;;;;x
wand_magic_missile_desc;This wand allows its wielder to unerringly strike enemies with missiles of pure force energy.;;;;;;;;x
wand_of_web;Wand of Web;;;;;;;;x
wand_of_web_desc;This wand allows its wielder to cast the web spell, restraining or slowing down groups of enemies.;;;;;;;;x
lesser_wand_war_mage;Wand of the War Mage +1;;;;;;;;x
lesser_wand_war_mage_desc;This wand makes the wielder's spells much more accurate.;;;;;;;;x
normal_wand_war_mage;Wand of the War Mage +2;;;;;;;;x
normal_wand_war_mage_desc;This wand makes the wielder's spells much more accurate.;;;;;;;;x
greater_wand_war_mage;Wand of the War Mage +3;;;;;;;;x
greater_wand_war_mage_desc;This wand makes the wielder's spells much more accurate.;;;;;;;;x
dagger_of_lifekeeping;Dagger of Lifekeeping;;;;;;;;x
dagger_of_lifekeeping_desc;This dagger is of light gray metal, exquisitely inscribed with a tracery of decorative lines across the blade. It's a good parrying tool, and boosts its wearer's stamina.;;;;;;;;x
defending_dagger;Defending Dagger;;;;;;;;x
defending_dagger_desc;A powerful dagger, whose enchantment can be used to attack or to defend, depending on the situation.;;;;;;;;x
vampiric_dagger;Vampiric Dagger;;;;;;;;x
vampiric_dagger_desc;A powerful dagger, capable of imparting the life energy of slain opponents into the wielder.;;;;;;;;x
icingdeath;Icingdeath;;;;;;;;x
icingdeath_desc;The hilt of this scimitar is black adamantite and the blade is made of silver with a diamond edge.Its handle is shaped like the head of a hunting cat.;;;;;;;;x
twinkle;Twinkle;;;;;;;;x
twinkle_desc;Twinkle has a star-cut azure sapphire on its pommel and when it detects danger nearby, it softly glows blue.;;;;;;;;x
flensing_gauntlet;Flensing Gauntlet;;;;;;;;x
flensing_gauntlet_desc;This hideous spiked gauntlet literally strips flesh from its targets.;;;;;;;;x
sword_of_subtlety;Sword of Subtlety;;;;;;;;x
sword_of_subtlety_desc;A thin, dull gray blade, this sword is perfect for sneak attacks.;;;;;;;;x
sylvan_scimitar;Sylvan Scimitar;;;;;;;;x
sylvan_scimitar_desc;This scimitar grows considerably stronger when used on the ancient homes of the fey people.;;;;;;;;x
animated_shield;Animated Shield;;;;;;;;x
animated_shield_desc;While holding this shield, you can speak its command word to cause it to animate. The shield leaps into the air and hovers near you to protect you as if you were wielding it, leaving your hands free.;;;;;;;;x
arrowcatching_shield;Arrow-Catching Shield;;;;;;;;x
arrowcatching_shield_desc;While holding this shield, arrows have a really hard time hitting you.;;;;;;;;x
sentinel_shield;Sentinel Shield;;;;;;;;x
sentinel_shield_desc;This magic shield warns you of imminent danger, helping you avoiding sudden ambushes.;;;;;;;;x
shield_missile_attraction;Shield of Missile Attraction;;;;;;;;x
shield_missile_attraction_desc;This cursed shield will attract every arrow fired in your vicinity towards yourself, all while only offering a minor protection against missile fire. However, your soldiers will surely admire your foolish bravery...;;;;;;;;x
spellguard_shield;Spellguard Shield;;;;;;;;x
spellguard_shield_desc;This shield bestows upon its wielder a formidable resistance to all magic.;;;;;;;;x
aegis_fang;Aegis-Fang;;;;;;;;x
aegis_fang_desc;The head of this beautiful weapon was made from mithral, and the shaft was made from adamantite. A diamond coating was magically adhered to the entire weapon after its forging. The head was engraved with magical inscriptions, which were covered by the symbols of the dwarven gods Dumathoin, Moradin, and Clangeddin Silverbeard.;;;;;;;;x
charon_claw;Charon's Claw;;;;;;;;x
charon_claw_desc;This sword has a slender, razor-edged, gleaming red blade, its length inscribed with designs of cloaked figures and tall scythes. The sword can leave trails of ash in the air, creating temporary opaque walls to give an edge in battle. It can also produce a strange black glow to act as a light in the darkness, though only its wielder can see it.;;;;;;;;x
aumar_thundering_sword;Aumar's Thundering Sword;;;;;;;;x
aumar_thundering_sword_desc;At the age of 12, Elminster took his father's broken sword, the Lion Sword, the symbol of the great king of the Stag Throne, Uthgrael Aumar.;;;;;;;;x
demon_armor;Demon Armor;;;;;;;;x
demon_armor_desc;This cursed plate armor makes the wearer look like a demon. The sharp claws on the gauntlets aren't just for show.;;;;;;;;x
elven_chain;Elven Chain;;;;;;;;x
elven_chain_desc;An ultra-light enchanted mithral chain shirt.;;;;;;;;x
dwarven_plate;Dwarven Plate;;;;;;;;x
dwarven_plate_desc;Magic plate armor of dwarven construction. Extremely tough.;;;;;;;;x
armor_of_invulnerability;Armor of Invulnerability;;;;;;;;x
armor_of_invulnerability_desc; The wearer of this legendary armor shall be almost impervious to harm, with the exception of powerful magic.;;;;;;;;x
dragon_scale_mail;Dragon Scale Mail;;;;;;;;x
dragon_scale_mail_desc;An excellent scale mail made entirely of dragon scales. Any dragon you meet probably won't be amused.;;;;;;;;x
efreeti_chain;Efreeti Chain;;;;;;;;x
efreeti_chain_desc;Chainmail made by azer smiths, at the behest of their genie masters. Possibly the best chainmail armor in existence.;;;;;;;;x
glamoured_studded_leather;Glamoured Studded Leather;;;;;;;;x
glamoured_studded_leather_desc;This studded leather armor can instantly assume the appearance of a normal set of clothing or some other kind of armor.;;;;;;;;x
robe_of_eyes;Robe of Eyes;;;;;;;;x
robe_of_eyes_desc;This robe is adorned with eyelike patterns. While you wear the robe, your eyesight is improved immensely, allowing you to see even the invisible.;;;;;;;;x
robe_of_colors;Robe of Scintillating Colors;;;;;;;;x
robe_of_colors_desc;While you wear this robe, you can cause it to display a shifting pattern of dazzling hues, blinding your enemies.;;;;;;;;x
robe_of_stars;Robe of Stars;;;;;;;;x
robe_of_stars_desc;This black or dark blue robe is embroidered with small white or silver stars that can be used to attack, like magic missiles. While you wear the robe, you can also escape to the Astral Plane at will.;;;;;;;;x
robe_of_archmagi;Robe of the Archmagi;;;;;;;;x
robe_of_archmagi_desc;This elegant garment is made from exquisite cloth of white, gray, or black and adorned with silvery runes. The wearer's body is fortified with powerful defensive and offensive enchantments.;;;;;;;;x
jarlaxle_item_collection;Jarlaxle's Item Collection;;;;;;;;x
jarlaxle_item_collection_desc;Jarlaxle was very fond of magical items and was renowned for having a seemingly unlimited supply of magical tricks. He was rarely seen with the same item more than once or twice.;;;;;;;;x
moonblade;Moonblade;;;;;;;;x
moonblade_desc;Of all the magic items created by the elves, one of the most prized and jealously guarded is a moonblade. A moonblade won't serve anyone it regards as craven, erratic, corrupt, or at odds with preserving and protecting elvenkind.;;;;;;;;x
amulet_of_health;Amulet of Health;;;;;;;;x
amulet_of_health_desc;This amulet augment the wearer's health and stamina.;;;;;;;;x
amulet_of_no_detection;Amulet of Proof Against Detection and Location;;;;;;;;x
amulet_of_no_detection_desc;While wearing this amulet, you are hidden from divination magic. You can't be targeted by such magic or perceived through magical scrying sensors.;;;;;;;;x
alustriels_amulet;Alustriel's Sword Pendant;;;;;;;;x
alustriels_amulet_desc;This pendant can transform the wearer's arm into a longsword blade, making sure they are never disarmed.;;;;;;;;x
cape_of_the_mountebank;Cape of the Mountebank;;;;;;;;x
cape_of_the_mountebank_desc;This cape smells faintly of brimstone. While wearing it, you can use it to teleport a short distance away. When you disappear, you leave behind a cloud of smoke.;;;;;;;;x
cloak_of_arachnida;Cloak of Arachnida;;;;;;;;x
cloak_of_arachnida_desc;This fine garment is made of black silk interwoven with faint silvery threads. The wearer can climb as well as a spider, and create a magical effect similar to the web spell.;;;;;;;;x
cloak_of_displacement;Cloak of Displacement;;;;;;;;x
